bgc_id,product,bigscape_class,genome_id,accn_id,gcf_0.50,gcf_0.30,gcf_0.40,Clan Number,fam_id_0.30,fam_type_0.30,fam_known_compounds_0.30
CP126098.1.region004,T3PKS,PKSother,GCA_030123165.1,CP126098.1,3421,3421,3421,,16,unknown_family,u_PKSother_16
CP126098.1.region007,LAP,RiPPs,GCA_030123165.1,CP126098.1,3549,3549,3549,2582,14,unknown_family,u_RiPPs_14
CP126098.1.region002,NRPS,NRPS,GCA_030123165.1,CP126098.1,3003,3003,3003,,39,unknown_family,u_NRPS_39
JAUCFS010000005.1.region004,RiPP-like,RiPPs,GCA_030348325.1,JAUCFS010000005.1,3323,3332,3332,2582,70,unknown_family,u_RiPPs_70
JAUCFS010000005.1.region001,RiPP-like,RiPPs,GCA_030348325.1,JAUCFS010000005.1,3432,3432,3432,2582,83,unknown_family,u_RiPPs_83
JAUCFS010000005.1.region007,terpene,Terpene,GCA_030348325.1,JAUCFS010000005.1,3326,3326,3326,3326,2,unknown_family,u_Terpene_2
JAUCFS010000004.1.region001,RiPP-like,RiPPs,GCA_030348325.1,JAUCFS010000004.1,3431,3431,3431,2582,77,unknown_family,u_RiPPs_77
JAUCFS010000005.1.region003,NI-siderophore,Others,GCA_030348325.1,JAUCFS010000005.1,3322,3322,3322,3322,3,known_family,petrobactin
JAUCFS010000005.1.region008,lassopeptide,RiPPs,GCA_030348325.1,JAUCFS010000005.1,3327,3327,3327,2582,24,unknown_family,u_RiPPs_24
JAUCFS010000005.1.region002,LAP,RiPPs,GCA_030348325.1,JAUCFS010000005.1,3433,3433,3433,3065,4,unknown_family,u_RiPPs_4
JAUCFS010000005.1.region006,RiPP-like,RiPPs,GCA_030348325.1,JAUCFS010000005.1,3325,3325,3325,2582,5,unknown_family,u_RiPPs_5
JAUCFS010000005.1.region005,betalactone,Others,GCA_030348325.1,JAUCFS010000005.1,3563,3453,3563,2937,1,unknown_family,u_Others_1
JAUCFR010000004.1.region004,NRP-metallophore.NRPS,Others,GCA_030348365.1,JAUCFR010000004.1,3426,3426,3426,794,162,unknown_family,u_Others_162
JAUCFR010000004.1.region005,T3PKS,PKSother,GCA_030348365.1,JAUCFR010000004.1,3427,3427,3427,,330,unknown_family,u_PKSother_330
JAUCFR010000004.1.region002,LAP,RiPPs,GCA_030348365.1,JAUCFR010000004.1,3424,3424,3424,2582,278,unknown_family,u_RiPPs_278
JAUCFR010000004.1.region008,NRPS,NRPS,GCA_030348365.1,JAUCFR010000004.1,3430,3430,3430,,320,unknown_family,u_NRPS_320
JAUCFR010000004.1.region003,terpene,Terpene,GCA_030348365.1,JAUCFR010000004.1,3425,3425,3425,2488,358,unknown_family,u_Terpene_358
JAUCFR010000004.1.region001,arylpolyene,Others,GCA_030348365.1,JAUCFR010000004.1,3423,3423,3423,794,150,unknown_family,u_Others_150
JAUCFR010000004.1.region007,lassopeptide,RiPPs,GCA_030348365.1,JAUCFR010000004.1,3429,3429,3429,2582,286,unknown_family,u_RiPPs_286
JAUCFR010000004.1.region006,terpene,Terpene,GCA_030348365.1,JAUCFR010000004.1,3428,3428,3428,2488,349,unknown_family,u_Terpene_349
JAUCFB010000001.1.region003,NRP-metallophore.NRPS,Others,GCA_030348665.1,JAUCFB010000001.1,3067,3067,3067,794,6,unknown_family,u_Others_6
JAUCFB010000001.1.region004,RiPP-like,RiPPs,GCA_030348665.1,JAUCFB010000001.1,2975,2975,2975,2582,46,unknown_family,u_RiPPs_46
JAUCFB010000008.1.region001,lanthipeptide-class-ii,RiPPs,GCA_030348665.1,JAUCFB010000008.1,3270,2850,2850,2582,103,unknown_family,u_RiPPs_103
JAUCFB010000007.1.region001,NRPS,NRPS,GCA_030348665.1,JAUCFB010000007.1,2910,2910,2910,,31,unknown_family,u_NRPS_31
JAUCFB010000001.1.region001,LAP,RiPPs,GCA_030348665.1,JAUCFB010000001.1,3566,3566,3566,3065,4,unknown_family,u_RiPPs_4
JAUCFB010000001.1.region008,lassopeptide,RiPPs,GCA_030348665.1,JAUCFB010000001.1,3558,2894,2894,2894,35,unknown_family,u_RiPPs_35
JAUCFB010000001.1.region002,NI-siderophore,Others,GCA_030348665.1,JAUCFB010000001.1,3322,3322,3322,3322,3,known_family,petrobactin
JAUCFB010000001.1.region005,betalactone,Others,GCA_030348665.1,JAUCFB010000001.1,3563,2937,3563,2937,1,unknown_family,u_Others_1
JAUCFB010000001.1.region006,RiPP-like,RiPPs,GCA_030348665.1,JAUCFB010000001.1,3057,3057,3057,2582,5,unknown_family,u_RiPPs_5
JAUCFB010000001.1.region007,terpene,Terpene,GCA_030348665.1,JAUCFB010000001.1,3326,3326,3326,3326,2,unknown_family,u_Terpene_2
CP126515.1.region005,betalactone,Others,GCA_030166975.1,CP126515.1,3068,3563,3068,2937,1,unknown_family,u_Others_1
CP126515.1.region003,NRP-metallophore.NRPS,Others,GCA_030166975.1,CP126515.1,3067,3067,3067,794,6,unknown_family,u_Others_6
CP126513.1.region001,lanthipeptide-class-ii,RiPPs,GCA_030166975.1,CP126513.1,2840,2840,2840,2582,249,unknown_family,u_RiPPs_249
CP126515.1.region007,terpene,Terpene,GCA_030166975.1,CP126515.1,2941,2941,2941,2941,2,unknown_family,u_Terpene_2
CP126515.1.region004,RRE-containing,RiPPs,GCA_030166975.1,CP126515.1,2844,2844,2844,2582,200,unknown_family,u_RiPPs_200
CP126515.1.region006,RiPP-like,RiPPs,GCA_030166975.1,CP126515.1,3015,2714,3071,2582,121,unknown_family,u_RiPPs_121
CP126515.1.region002,NI-siderophore,Others,GCA_030166975.1,CP126515.1,2934,2934,2934,3322,3,known_family,petrobactin
CP126515.1.region001,LAP,RiPPs,GCA_030166975.1,CP126515.1,3065,3065,3065,3065,4,unknown_family,u_RiPPs_4
JAVIVT010000002.1.region001,T3PKS,PKSother,GCA_031324195.1,JAVIVT010000002.1,2626,3584,3584,,332,unknown_family,u_PKSother_332
JAVIVT010000002.1.region002,terpene,Terpene,GCA_031324195.1,JAVIVT010000002.1,3585,3585,3585,2488,342,unknown_family,u_Terpene_342
JAVIVT010000001.1.region001,NI-siderophore,Others,GCA_031324195.1,JAVIVT010000001.1,3583,3583,3583,794,178,unknown_family,u_Others_178
JAVIVT010000002.1.region004,LAP.thiopeptide,RiPPs,GCA_031324195.1,JAVIVT010000002.1,3587,3587,3587,2582,267,unknown_family,u_RiPPs_267
JAVIVT010000002.1.region003,NRPS,NRPS,GCA_031324195.1,JAVIVT010000002.1,3586,3586,3586,,299,unknown_family,u_NRPS_299
CP126106.1.region008,lassopeptide,RiPPs,GCA_030123325.1,CP126106.1,3550,3007,3007,2582,25,unknown_family,u_RiPPs_25
CP126106.1.region002,NRPS,NRPS,GCA_030123325.1,CP126106.1,2770,2770,2770,,304,unknown_family,u_NRPS_304
CP126106.1.region001,NRPS,NRPS,GCA_030123325.1,CP126106.1,351,351,351,,21,known_family,koranimine
CP126106.1.region004,betalactone,Others,GCA_030123325.1,CP126106.1,3422,3422,3422,794,13,unknown_family,u_Others_13
CP126106.1.region009,LAP,RiPPs,GCA_030123325.1,CP126106.1,3549,3549,3549,2582,14,unknown_family,u_RiPPs_14
CP126106.1.region010,transAT-PKS.NRPS,PKS-NRP_Hybrids,GCA_030123325.1,CP126106.1,2778,2778,2778,1023,374,unknown_family,u_PKS-NRP_Hybrids_374
CP126106.1.region005,opine-like-metallophore,Others,GCA_030123325.1,CP126106.1,2264,2773,2773,794,143,unknown_family,u_Others_143
CP126106.1.region003,betalactone,Others,GCA_030123325.1,CP126106.1,2771,2771,2771,794,182,unknown_family,u_Others_182
CP126106.1.region007,terpene,Terpene,GCA_030123325.1,CP126106.1,3551,3551,3551,2488,18,unknown_family,u_Terpene_18
CP126106.1.region006,T3PKS,PKSother,GCA_030123325.1,CP126106.1,3421,3421,3421,,16,unknown_family,u_PKSother_16
CP126106.1.region011,terpene,Terpene,GCA_030123325.1,CP126106.1,2779,2779,2779,2488,17,unknown_family,u_Terpene_17
CP126106.1.region012,NI-siderophore,Others,GCA_030123325.1,CP126106.1,3556,3415,3556,794,12,unknown_family,u_Others_12
JASNQX010000006.1.region011,LAP.RRE-containing,RiPPs,GCA_030176975.1,JASNQX010000006.1,3487,3119,3487,2582,56,known_family,plantazolicin
JASNQX010000006.1.region004,T3PKS,PKSother,GCA_030176975.1,JASNQX010000006.1,2765,3480,2765,,48,unknown_family,u_PKSother_48
JASNQX010000006.1.region006,transAT-PKS.betalactone.NRPS,Others,GCA_030176975.1,JASNQX010000006.1,3539,2750,3539,794,41,known_family,fengycin
JASNQX010000006.1.region007,transAT-PKS.T3PKS.NRPS,PKS-NRP_Hybrids,GCA_030176975.1,JASNQX010000006.1,1023,1023,1023,1023,10,known_family,bacillaene
JASNQX010000006.1.region005,terpene,Terpene,GCA_030176975.1,JASNQX010000006.1,3538,3538,3538,3538,7,unknown_family,u_Terpene_7
JASNQX010000006.1.region008,transAT-PKS,PKSother,GCA_030176975.1,JASNQX010000006.1,2748,2748,2748,,40,known_family,macrolactin H;macrolactin B;macrolactin 1c;macrolactin E;macrolactin H
JASNQX010000006.1.region001,other,Others,GCA_030176975.1,JASNQX010000006.1,1105,1105,1105,3317,8,known_family,bacilysin;bacilysin
JASNQX010000006.1.region010,PKS-like,PKSother,GCA_030176975.1,JASNQX010000006.1,3486,3486,3486,,49,unknown_family,u_PKSother_49
JASNQX010000006.1.region012,NRPS,NRPS,GCA_030176975.1,JASNQX010000006.1,3545,3545,3545,,9,known_family,surfactin
JASNQX010000006.1.region002,RiPP-like.NRP-metallophore.NRPS,Others,GCA_030176975.1,JASNQX010000006.1,3548,3548,3548,794,11,unknown_family,u_Others_11
JASNQX010000006.1.region009,terpene,Terpene,GCA_030176975.1,JASNQX010000006.1,3485,3485,3485,2488,50,unknown_family,u_Terpene_50
JASNQX010000006.1.region003,transAT-PKS,PKSother,GCA_030176975.1,JASNQX010000006.1,3384,3384,3384,,44,known_family,difficidin
JAUCEN010000002.1.region007,NI-siderophore,Others,GCA_030348945.1,JAUCEN010000002.1,3556,3415,3556,794,12,unknown_family,u_Others_12
JAUCEN010000002.1.region002,T3PKS,PKSother,GCA_030348945.1,JAUCEN010000002.1,3421,3421,3421,,16,unknown_family,u_PKSother_16
JAUCEN010000001.1.region001,RiPP-like,RiPPs,GCA_030348945.1,JAUCEN010000001.1,3142,3142,3142,2582,266,unknown_family,u_RiPPs_266
JAUCEN010000002.1.region003,terpene,Terpene,GCA_030348945.1,JAUCEN010000002.1,3551,3551,3551,2488,18,unknown_family,u_Terpene_18
JAUCEN010000002.1.region004,LAP,RiPPs,GCA_030348945.1,JAUCEN010000002.1,2582,2582,2582,2582,14,unknown_family,u_RiPPs_14
JAUCEN010000002.1.region005,terpene,Terpene,GCA_030348945.1,JAUCEN010000002.1,2779,2779,2779,2488,17,unknown_family,u_Terpene_17
JAUCEN010000002.1.region006,cyclic-lactone-autoinducer,RiPPs,GCA_030348945.1,JAUCEN010000002.1,3148,3148,3148,2582,73,unknown_family,u_RiPPs_73
JAUCEN010000002.1.region001,betalactone,Others,GCA_030348945.1,JAUCEN010000002.1,3422,3422,3422,794,13,unknown_family,u_Others_13
JAUCER010000002.1.region004,terpene,Terpene,GCA_030348905.1,JAUCER010000002.1,3494,3494,3494,2488,96,unknown_family,u_Terpene_96
JAUCER010000002.1.region006,terpene,Terpene,GCA_030348905.1,JAUCER010000002.1,3182,3182,3182,2488,94,unknown_family,u_Terpene_94
JAUCER010000001.1.region001,arylpolyene.ladderane,Others,GCA_030348905.1,JAUCER010000001.1,3176,3176,3176,794,154,unknown_family,u_Others_154
JAUCER010000002.1.region003,NI-siderophore,Others,GCA_030348905.1,JAUCER010000002.1,3179,3493,3583,794,66,unknown_family,u_Others_66
JAUCER010000002.1.region002,RiPP-like,RiPPs,GCA_030348905.1,JAUCER010000002.1,3178,3178,3178,2582,254,unknown_family,u_RiPPs_254
JAUCER010000002.1.region001,LAP,RiPPs,GCA_030348905.1,JAUCER010000002.1,3492,2792,3492,2582,118,unknown_family,u_RiPPs_118
JAUCER010000002.1.region005,T3PKS,PKSother,GCA_030348905.1,JAUCER010000002.1,3495,3495,3495,,63,unknown_family,u_PKSother_63
CP126110.1.region004,phosphonate,Others,GCA_030123405.1,CP126110.1,2803,2803,2803,794,149,unknown_family,u_Others_149
CP126110.1.region006,T3PKS,PKSother,GCA_030123405.1,CP126110.1,3582,2805,2805,,132,unknown_family,u_PKSother_132
CP126110.1.region005,terpene,Terpene,GCA_030123405.1,CP126110.1,2783,2783,2783,2488,54,unknown_family,u_Terpene_54
CP126110.1.region007,RiPP-like,RiPPs,GCA_030123405.1,CP126110.1,2839,2806,2806,2582,280,unknown_family,u_RiPPs_280
CP126110.1.region001,LAP,RiPPs,GCA_030123405.1,CP126110.1,2800,2800,2800,2582,124,unknown_family,u_RiPPs_124
CP126110.1.region003,NRPS,NRPS,GCA_030123405.1,CP126110.1,2802,2802,2802,,315,unknown_family,u_NRPS_315
CP126110.1.region002,RRE-containing,RiPPs,GCA_030123405.1,CP126110.1,2801,2801,2801,2582,216,unknown_family,u_RiPPs_216
JAVIVN010000001.1.region002,NRPS,NRPS,GCA_031324335.1,JAVIVN010000001.1,2940,2940,2940,,15,unknown_family,u_NRPS_15
JAVIVN010000001.1.region006,NRP-metallophore.NRPS,Others,GCA_031324335.1,JAVIVN010000001.1,3067,3067,3067,794,6,unknown_family,u_Others_6
JAVIVN010000001.1.region008,transAT-PKS.NRPS,PKS-NRP_Hybrids,GCA_031324335.1,JAVIVN010000001.1,3529,3529,3529,1023,371,unknown_family,u_PKS-NRP_Hybrids_371
JAVIVN010000001.1.region004,RiPP-like,RiPPs,GCA_031324335.1,JAVIVN010000001.1,3069,3069,3069,2582,26,unknown_family,u_RiPPs_26
JAVIVN010000015.1.region002,LAP,RiPPs,GCA_031324335.1,JAVIVN010000015.1,3065,3065,3065,3065,4,unknown_family,u_RiPPs_4
JAVIVN010000001.1.region001,terpene,Terpene,GCA_031324335.1,JAVIVN010000001.1,2941,2941,2941,2941,2,unknown_family,u_Terpene_2
JAVIVN010000001.1.region003,RiPP-like,RiPPs,GCA_031324335.1,JAVIVN010000001.1,3071,3071,3071,2582,5,unknown_family,u_RiPPs_5
JAVIVN010000001.1.region007,NI-siderophore,Others,GCA_031324335.1,JAVIVN010000001.1,2934,2934,2934,3322,3,known_family,petrobactin
JAVIVN010000014.1.region002,CDPS,NRPS,GCA_031324335.1,JAVIVN010000014.1,2559,3531,3531,,316,unknown_family,u_NRPS_316
JAVIVN010000015.1.region001,NRPS,NRPS,GCA_031324335.1,JAVIVN010000015.1,3534,3534,3534,,302,unknown_family,u_NRPS_302
JAVIVN010000014.1.region004,RiPP-like,RiPPs,GCA_031324335.1,JAVIVN010000014.1,3533,3533,3533,2582,222,unknown_family,u_RiPPs_222
JAVIVN010000014.1.region001,NRPS,NRPS,GCA_031324335.1,JAVIVN010000014.1,3388,3530,3388,,129,unknown_family,u_NRPS_129
JAVIVN010000014.1.region003,NRPS,NRPS,GCA_031324335.1,JAVIVN010000014.1,3532,3532,3532,,128,unknown_family,u_NRPS_128
JAVIVN010000001.1.region005,betalactone,Others,GCA_031324335.1,JAVIVN010000001.1,3068,2937,3068,2937,1,unknown_family,u_Others_1
CP126108.1.region006,lassopeptide,RiPPs,GCA_030123345.1,CP126108.1,2814,2791,2791,2582,277,unknown_family,u_RiPPs_277
CP126108.1.region001,NI-siderophore,Others,GCA_030123345.1,CP126108.1,2734,2734,2734,794,68,unknown_family,u_Others_68
CP126108.1.region005,RRE-containing,RiPPs,GCA_030123345.1,CP126108.1,2520,2790,2790,2582,269,unknown_family,u_RiPPs_269
CP126108.1.region003,LAP.terpene,Others,GCA_030123345.1,CP126108.1,2788,2788,2788,794,145,unknown_family,u_Others_145
CP126108.1.region004,T3PKS,PKSother,GCA_030123345.1,CP126108.1,3414,3414,3414,,90,unknown_family,u_PKSother_90
CP126108.1.region002,RRE-containing.lassopeptide,RiPPs,GCA_030123345.1,CP126108.1,2787,2787,2787,2582,241,unknown_family,u_RiPPs_241
CP126520.1.region003,NI-siderophore,Others,GCA_030166995.1,CP126520.1,2934,2934,2934,3322,3,known_family,petrobactin
CP126520.1.region001,NRPS-like,NRPS,GCA_030166995.1,CP126520.1,3135,3135,3135,,37,unknown_family,u_NRPS_37
CP126520.1.region009,terpene,Terpene,GCA_030166995.1,CP126520.1,2941,2941,2941,2941,2,unknown_family,u_Terpene_2
CP126519.1.region001,lanthipeptide-class-ii,RiPPs,GCA_030166995.1,CP126519.1,3270,2850,2850,2582,103,unknown_family,u_RiPPs_103
CP126520.1.region007,RiPP-like,RiPPs,GCA_030166995.1,CP126520.1,3561,3561,3561,2582,5,unknown_family,u_RiPPs_5
CP126520.1.region005,betalactone,Others,GCA_030166995.1,CP126520.1,3563,3563,3563,2937,1,unknown_family,u_Others_1
CP126517.1.region001,RiPP-like,RiPPs,GCA_030166995.1,CP126517.1,3567,3567,3567,2582,58,unknown_family,u_RiPPs_58
CP126518.1.region001,RiPP-like,RiPPs,GCA_030166995.1,CP126518.1,3260,2849,3260,2582,296,unknown_family,u_RiPPs_296
CP126520.1.region006,RiPP-like,RiPPs,GCA_030166995.1,CP126520.1,3069,3069,3069,2582,26,unknown_family,u_RiPPs_26
CP126520.1.region010,lassopeptide,RiPPs,GCA_030166995.1,CP126520.1,3558,2894,2894,2894,35,unknown_family,u_RiPPs_35
CP126520.1.region004,NRP-metallophore.NRPS,Others,GCA_030166995.1,CP126520.1,3067,3067,3067,794,6,unknown_family,u_Others_6
CP126520.1.region002,LAP,RiPPs,GCA_030166995.1,CP126520.1,3566,3566,3566,3065,4,unknown_family,u_RiPPs_4
CP126520.1.region008,NRPS,NRPS,GCA_030166995.1,CP126520.1,2940,2940,2940,,15,unknown_family,u_NRPS_15
JAUCFD010000009.1.region001,NRPS,NRPS,GCA_030348625.1,JAUCFD010000009.1,355,3655,3655,,61,known_family,lichenysin
JAUCFD010000009.1.region002,LAP.thiopeptide,RiPPs,GCA_030348625.1,JAUCFD010000009.1,3654,3654,3654,2582,81,unknown_family,u_RiPPs_81
JAUCFD010000009.1.region006,T3PKS,PKSother,GCA_030348625.1,JAUCFD010000009.1,2684,2637,2684,,88,unknown_family,u_PKSother_88
JAUCFD010000009.1.region007,CDPS,NRPS,GCA_030348625.1,JAUCFD010000009.1,3291,3291,3291,,131,unknown_family,u_NRPS_131
JAUCFD010000009.1.region004,betalactone,Others,GCA_030348625.1,JAUCFD010000009.1,3422,3288,3422,794,163,unknown_family,u_Others_163
JAUCFD010000009.1.region003,NI-siderophore,Others,GCA_030348625.1,JAUCFD010000009.1,3179,3287,2681,794,69,unknown_family,u_Others_69
JAUCFD010000009.1.region009,RRE-containing.lassopeptide,RiPPs,GCA_030348625.1,JAUCFD010000009.1,2641,2641,2641,2582,108,unknown_family,u_RiPPs_108
JAUCFD010000009.1.region005,terpene,Terpene,GCA_030348625.1,JAUCFD010000009.1,3311,2555,3311,3538,7,unknown_family,u_Terpene_7
JAUCFD010000009.1.region010,lanthipeptide-class-ii,RiPPs,GCA_030348625.1,JAUCFD010000009.1,3294,3294,3294,2582,265,unknown_family,u_RiPPs_265
JAUCFD010000009.1.region008,NRP-metallophore.NRPS,Others,GCA_030348625.1,JAUCFD010000009.1,3292,3292,3292,794,64,unknown_family,u_Others_64
CP126094.1.region005,betalactone.NRPS,Others,GCA_030123085.1,CP126094.1,2554,3101,2554,794,20,unknown_family,u_Others_20
CP126094.1.region002,terpene,Terpene,GCA_030123085.1,CP126094.1,3099,3099,3099,3099,23,unknown_family,u_Terpene_23
CP126094.1.region010,CDPS,NRPS,GCA_030123085.1,CP126094.1,2559,2559,2559,,32,known_family,pulcherriminic acid
CP126094.1.region003,lanthipeptide-class-i,RiPPs,GCA_030123085.1,CP126094.1,2659,2659,2659,2582,78,unknown_family,u_RiPPs_78
CP126094.1.region012,other,Others,GCA_030123085.1,CP126094.1,3317,3317,3317,3317,8,known_family,bacilysin;bacilysin
CP126094.1.region013,RiPP-like,RiPPs,GCA_030123085.1,CP126094.1,2669,2669,2669,2582,59,unknown_family,u_RiPPs_59
CP126094.1.region007,T3PKS,PKSother,GCA_030123085.1,CP126094.1,3195,3103,3195,,22,unknown_family,u_PKSother_22
CP126094.1.region006,terpene,Terpene,GCA_030123085.1,CP126094.1,3311,2555,3311,3538,7,unknown_family,u_Terpene_7
CP126094.1.region004,transAT-PKS.PKS-like.T3PKS.NRPS,PKS-NRP_Hybrids,GCA_030123085.1,CP126094.1,2553,2553,2553,2553,10,known_family,bacillaene
CP126094.1.region011,sactipeptide,RiPPs,GCA_030123085.1,CP126094.1,3316,3316,3316,3316,19,known_family,subtilosin A
CP126094.1.region014,epipeptide,RiPPs,GCA_030123085.1,CP126094.1,3319,3319,3319,2582,52,unknown_family,u_RiPPs_52
CP126094.1.region009,lanthipeptide-class-i,RiPPs,GCA_030123085.1,CP126094.1,2558,2558,2558,2582,45,known_family,entianin;subtilin;ericin S
CP126094.1.region008,NRP-metallophore.NRPS,Others,GCA_030123085.1,CP126094.1,3314,3197,3197,794,11,unknown_family,u_Others_11
CP126094.1.region001,NRPS,NRPS,GCA_030123085.1,CP126094.1,2550,2550,2550,,9,known_family,surfactin
JAVIVV010000002.1.region007,NRP-metallophore.NRPS,Others,GCA_031324135.1,JAVIVV010000002.1,3067,3067,3067,794,6,unknown_family,u_Others_6
JAVIVV010000002.1.region004,RiPP-like,RiPPs,GCA_031324135.1,JAVIVV010000002.1,2938,2938,2938,2582,26,unknown_family,u_RiPPs_26
JAVIVV010000002.1.region010,RRE-containing.NRPS,Others,GCA_031324135.1,JAVIVV010000002.1,3610,3610,3610,794,185,unknown_family,u_Others_185
JAVIVV010000002.1.region008,NI-siderophore,Others,GCA_031324135.1,JAVIVV010000002.1,3322,3322,3322,3322,3,known_family,petrobactin
JAVIVV010000002.1.region005,betalactone,Others,GCA_031324135.1,JAVIVV010000002.1,3068,2937,3068,2937,1,unknown_family,u_Others_1
JAVIVV010000002.1.region006,NRPS,NRPS,GCA_031324135.1,JAVIVV010000002.1,2910,2910,2910,,31,unknown_family,u_NRPS_31
JAVIVV010000001.1.region002,lanthipeptide-class-iii,RiPPs,GCA_031324135.1,JAVIVV010000001.1,3600,3600,3600,2582,259,unknown_family,u_RiPPs_259
JAVIVV010000002.1.region009,LAP,RiPPs,GCA_031324135.1,JAVIVV010000002.1,3433,3433,3433,3065,4,unknown_family,u_RiPPs_4
JAVIVV010000002.1.region001,terpene,Terpene,GCA_031324135.1,JAVIVV010000002.1,2941,2941,2941,2941,2,unknown_family,u_Terpene_2
JAVIVV010000002.1.region003,RiPP-like,RiPPs,GCA_031324135.1,JAVIVV010000002.1,2939,2939,2939,2582,5,unknown_family,u_RiPPs_5
JAVIVV010000005.1.region002,ranthipeptide,RiPPs,GCA_031324135.1,JAVIVV010000005.1,3131,3612,3612,2582,288,unknown_family,u_RiPPs_288
JAVIVV010000001.1.region001,NRPS-like,NRPS,GCA_031324135.1,JAVIVV010000001.1,3135,3135,3135,,37,unknown_family,u_NRPS_37
JAVIVV010000005.1.region001,NRPS,NRPS,GCA_031324135.1,JAVIVV010000005.1,3388,3611,3388,,300,unknown_family,u_NRPS_300
JAVIVV010000002.1.region002,NRPS,NRPS,GCA_031324135.1,JAVIVV010000002.1,2940,2940,2940,,15,unknown_family,u_NRPS_15
JAVIVV010000005.1.region003,RRE-containing.ladderane,Others,GCA_031324135.1,JAVIVV010000005.1,3613,3130,3613,794,100,unknown_family,u_Others_100
JAUCEU010000007.1.region004,T3PKS,PKSother,GCA_030348765.1,JAUCEU010000007.1,2812,2838,2654,,93,unknown_family,u_PKSother_93
JAUCEU010000007.1.region003,NI-siderophore,Others,GCA_030348765.1,JAUCEU010000007.1,3179,3203,3203,794,99,unknown_family,u_Others_99
JAUCEU010000007.1.region001,LAP,RiPPs,GCA_030348765.1,JAUCEU010000007.1,3201,3201,3201,2582,228,unknown_family,u_RiPPs_228
JAUCEU010000007.1.region005,terpene,Terpene,GCA_030348765.1,JAUCEU010000007.1,2783,2783,2783,2488,54,unknown_family,u_Terpene_54
JAUCEU010000007.1.region002,RiPP-like,RiPPs,GCA_030348765.1,JAUCEU010000007.1,2839,2839,2839,2582,71,unknown_family,u_RiPPs_71
CP128183.1.region004,transAT-PKS.PKS-like.T3PKS.NRPS,PKS-NRP_Hybrids,GCA_030316035.1,CP128183.1,2553,2553,2553,2553,10,known_family,bacillaene
CP128183.1.region006,terpene,Terpene,GCA_030316035.1,CP128183.1,3311,2555,3311,3538,7,unknown_family,u_Terpene_7
CP128183.1.region005,betalactone.NRPS,Others,GCA_030316035.1,CP128183.1,2554,3101,2554,794,20,unknown_family,u_Others_20
CP128183.1.region003,terpene,Terpene,GCA_030316035.1,CP128183.1,3099,3099,3099,3099,23,unknown_family,u_Terpene_23
CP128183.1.region009,CDPS,NRPS,GCA_030316035.1,CP128183.1,2559,2559,2559,,32,known_family,pulcherriminic acid
CP128183.1.region012,other,Others,GCA_030316035.1,CP128183.1,3317,3317,3317,3317,8,known_family,bacilysin;bacilysin
CP128183.1.region010,RRE-containing,RiPPs,GCA_030316035.1,CP128183.1,3106,3106,3106,2582,218,unknown_family,u_RiPPs_218
CP128183.1.region011,sactipeptide,RiPPs,GCA_030316035.1,CP128183.1,3316,3316,3316,3316,19,known_family,subtilosin A
CP128183.1.region001,RiPP-like,RiPPs,GCA_030316035.1,CP128183.1,3097,3097,3097,2582,205,unknown_family,u_RiPPs_205
CP128183.1.region008,NRP-metallophore.NRPS,Others,GCA_030316035.1,CP128183.1,3314,3197,3197,794,11,unknown_family,u_Others_11
CP128183.1.region002,NRPS,NRPS,GCA_030316035.1,CP128183.1,2550,2550,2550,,9,known_family,surfactin
CP128183.1.region007,T3PKS,PKSother,GCA_030316035.1,CP128183.1,3195,3103,3195,,22,unknown_family,u_PKSother_22
CP126082.1.region013,RiPP-like,RiPPs,GCA_030122865.1,CP126082.1,2669,2669,2669,2582,59,unknown_family,u_RiPPs_59
CP126082.1.region009,lanthipeptide-class-i,RiPPs,GCA_030122865.1,CP126082.1,2558,2558,2558,2582,45,known_family,entianin;subtilin;ericin S
CP126082.1.region011,sactipeptide,RiPPs,GCA_030122865.1,CP126082.1,3316,3316,3316,3316,19,known_family,subtilosin A
CP126082.1.region005,betalactone.NRPS,Others,GCA_030122865.1,CP126082.1,2554,3101,2554,794,20,unknown_family,u_Others_20
CP126082.1.region007,T3PKS,PKSother,GCA_030122865.1,CP126082.1,3195,3103,3195,,22,unknown_family,u_PKSother_22
CP126082.1.region010,CDPS,NRPS,GCA_030122865.1,CP126082.1,2559,2559,2559,,32,known_family,pulcherriminic acid
CP126082.1.region003,lanthipeptide-class-i,RiPPs,GCA_030122865.1,CP126082.1,2659,2659,2659,2582,78,unknown_family,u_RiPPs_78
CP126082.1.region004,transAT-PKS.PKS-like.T3PKS.NRPS,PKS-NRP_Hybrids,GCA_030122865.1,CP126082.1,2553,2553,2553,2553,10,known_family,bacillaene
CP126082.1.region002,terpene,Terpene,GCA_030122865.1,CP126082.1,3099,3099,3099,3099,23,unknown_family,u_Terpene_23
CP126082.1.region014,epipeptide,RiPPs,GCA_030122865.1,CP126082.1,3319,3319,3319,2582,52,unknown_family,u_RiPPs_52
CP126082.1.region006,terpene,Terpene,GCA_030122865.1,CP126082.1,3311,2555,3311,3538,7,unknown_family,u_Terpene_7
CP126082.1.region008,NRP-metallophore.NRPS,Others,GCA_030122865.1,CP126082.1,3314,3197,3197,794,11,unknown_family,u_Others_11
CP126082.1.region012,other,Others,GCA_030122865.1,CP126082.1,3317,3317,3317,3317,8,known_family,bacilysin;bacilysin
